Date,Open,High,Low,Close,Adj Close,Volume
2020-04-20,5813.930176,5816.899902,5704.200195,5733.649902,5732.175781,121500
2020-04-21,5704.299805,5704.299805,5571.080078,5592.250000,5590.812500,139200
2020-04-22,5517.669922,5577.910156,5461.939941,5573.750000,5572.316895,113900
2020-04-23,5631.839844,5672.080078,5599.549805,5599.549805,5598.110352,82000
2020-04-24,5622.759766,5622.759766,5464.979980,5464.979980,5463.575195,135700
2020-04-27,5493.209961,5493.209961,5390.970215,5450.450195,5449.048828,86600
2020-04-28,5470.830078,5574.979980,5466.470215,5574.979980,5573.546875,126700
2020-04-29,5589.270020,5656.009766,5556.229980,5643.970215,5642.519531,127400
2020-04-30,5695.129883,5716.879883,5654.959961,5700.709961,5699.244629,161300
2020-05-01,null,null,null,null,null,null
2020-05-04,5601.390137,5601.390137,5502.049805,5572.089844,5570.657227,135600
2020-05-05,5610.000000,5703.959961,5603.399902,5671.669922,5670.211914,263900
2020-05-06,5689.779785,5702.580078,5594.810059,5639.270020,5637.820313,269200
2020-05-07,5661.950195,5670.339844,5599.819824,5653.160156,5651.707031,171900
2020-05-08,5674.470215,5696.310059,5621.939941,5621.939941,5620.494629,174600
2020-05-11,5641.529785,5681.680176,5627.189941,5667.930176,5666.473145,116800
2020-05-12,5667.419922,5668.359863,5633.819824,5651.669922,5650.216797,130000
2020-05-13,5656.189941,5661.180176,5607.770020,5626.250000,5624.803711,144200
2020-05-14,5612.970215,5654.700195,5556.810059,5654.700195,5653.246582,86900
2020-05-15,5612.970215,5654.700195,5556.810059,5654.700195,5653.246582,121300
2020-05-18,5557.990234,5557.990234,5466.879883,5479.350098,5477.941406,81300
2020-05-19,5543.589844,5571.399902,5537.020020,5555.850098,5554.421875,115500
2020-05-20,5568.399902,5581.959961,5518.520020,5581.959961,5580.524902,71700
2020-05-21,5582.270020,5613.899902,5557.080078,5604.490234,5603.049316,101500
2020-05-22,5582.270020,5613.899902,5557.080078,5604.490234,5603.049316,116500
2020-05-25,null,null,null,null,null,null
2020-05-26,5526.990234,5533.649902,5396.129883,5496.830078,5495.416992,129600
2020-05-27,5499.970215,5523.779785,5423.779785,5523.779785,5522.359863,136000
2020-05-28,5533.220215,5574.220215,5492.089844,5570.220215,5568.788086,158400
2020-05-29,5600.720215,5838.839844,5600.720215,5838.839844,5837.338867,484200
2020-06-01,5791.319824,5931.649902,5750.000000,5930.169922,5928.645508,192500
2020-06-02,5933.430176,6043.089844,5930.049805,6025.169922,6023.621094,221100
2020-06-03,6064.669922,6245.649902,6062.049805,6245.649902,6244.044434,227700
2020-06-04,6231.560059,6517.490234,6231.560059,6517.490234,6515.814941,330100
2020-06-05,6452.640137,6465.129883,6299.830078,6465.129883,6463.467773,219600
2020-06-08,6487.759766,6551.259766,6430.720215,6514.000000,6512.325195,264900
2020-06-09,6527.359863,6583.839844,6438.970215,6583.839844,6582.147461,252500
2020-06-10,6551.319824,6551.319824,6349.200195,6439.370117,6437.714844,221000
2020-06-11,6398.189941,6476.240234,6263.200195,6476.240234,6474.575195,211100
2020-06-12,null,null,null,null,null,null
2020-06-15,6340.319824,6340.319824,6163.819824,6163.819824,6162.235352,211000
2020-06-16,6226.959961,6316.229980,6197.290039,6281.750000,6280.135254,163600
2020-06-17,6348.879883,6352.899902,6278.020020,6282.009766,6280.395020,240200
2020-06-18,6258.879883,6348.450195,6205.250000,6348.450195,6346.818359,162200
2020-06-19,6293.180176,6375.029785,6260.180176,6315.069824,6313.446289,335200
2020-06-22,6316.200195,6347.430176,6249.470215,6347.430176,6345.798340,226800
2020-06-23,6324.520020,6324.520020,6258.370117,6297.779785,6296.160645,219500
2020-06-24,6304.330078,6306.209961,6188.830078,6188.830078,6187.239258,209500
2020-06-25,6156.790039,6162.220215,6109.220215,6118.259766,6116.687012,253400
2020-06-26,6137.609863,6191.839844,6092.009766,6191.839844,6190.248047,151500
2020-06-29,6125.569824,6125.569824,6040.430176,6105.180176,6103.610840,188500
2020-06-30,6134.490234,6207.720215,6131.220215,6207.720215,6206.124512,152300
2020-07-01,6223.540039,6223.540039,6139.439941,6209.709961,6208.113770,104900
2020-07-02,6211.509766,6382.600098,6183.029785,6364.080078,6362.443848,164400
2020-07-03,6383.370117,6398.790039,6322.919922,6372.660156,6371.021973,114800
2020-07-06,6378.290039,6381.060059,6299.979980,6328.410156,6326.783203,119000
